Order,Property ID,Lot Area,Street,Alley,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Pool Area,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
577,533254050,15417,Pave,NA,Inside,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,CBlock,LwQ,121,Unf,0,1619,1740,GasA,Y,SBrkr,0,0,1,1,2,1,7,0,Attchd,2,540,Y,228,20,0,NA,6,2009,WD ,Normal,241600
578,533254110,9600,Pave,NA,FR2,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,CBlock,Unf,0,Unf,0,392,392,GasA,Y,SBrkr,0,0,2,1,4,1,5,1,Attchd,2,527,Y,0,64,0,NA,1,2009,WD ,Abnorml,180500
579,533352150,9991,Pave,NA,Corner,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,CBlock,BLQ,1116,Unf,0,165,1281,GasA,Y,SBrkr,1,0,2,0,3,1,8,1,Attchd,2,490,Y,120,78,0,GdWo,6,2009,WD ,Normal,150000
580,534125080,11700,Pave,NA,Inside,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,298,Unf,0,429,727,GasA,Y,SBrkr,0,0,1,1,4,1,8,0,Attchd,2,441,Y,0,0,0,NA,5,2009,WD ,Normal,154000
581,534127130,11717,Pave,NA,Inside,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,1442,1442,GasA,Y,SBrkr,0,0,2,0,2,1,6,1,Attchd,2,615,Y,371,0,0,NA,2,2009,WD ,Normal,185000
582,534127170,9156,Pave,NA,Inside,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,CBlock,Unf,0,Unf,0,1489,1489,GasA,Y,SBrkr,0,0,2,0,3,1,7,1,Attchd,2,462,Y,0,0,0,NA,8,2009,WD ,Normal,185750
583,534128010,10382,Pave,NA,Corner,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,CBlock,ALQ,859,BLQ,32,216,1107,GasA,Y,SBrkr,1,0,2,1,3,1,7,2,Attchd,2,484,Y,235,204,0,NA,11,2009,WD ,Normal,200000
584,534128020,12732,Pave,NA,CulDSac,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,CBlock,GLQ,560,LwQ,42,150,752,GasA,Y,SBrkr,0,0,2,1,3,1,7,2,Attchd,2,784,Y,297,40,0,NA,6,2009,WD ,Normal,206000
585,534128100,12936,Pave,NA,CulDSac,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,CBlock,BLQ,593,Unf,0,130,723,GasA,Y,SBrkr,0,1,1,1,3,1,6,1,Attchd,2,497,Y,294,116,0,NA,12,2009,WD ,Normal,162000
586,534128190,10400,Pave,NA,Inside,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,932,932,GasA,Y,SBrkr,0,0,2,1,5,1,8,1,Attchd,2,515,Y,0,120,0,NA,5,2009,WD ,Normal,256900
587,534129080,17871,Pave,NA,CulDSac,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,CBlock,ALQ,528,Unf,0,1152,1680,GasA,Y,SBrkr,1,0,1,1,3,1,7,1,Attchd,2,480,Y,0,0,0,NA,6,2009,WD ,Normal,197900
588,534129370,9600,Pave,NA,Inside,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,CBlock,ALQ,553,Rec,147,588,1288,GasA,Y,SBrkr,0,1,2,0,3,1,6,1,Attchd,2,502,Y,312,11,0,NA,8,2009,WD ,Normal,163000
589,534129380,9000,Pave,NA,Inside,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,CBlock,BLQ,955,Unf,0,261,1216,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Attchd,1,336,Y,0,0,0,MnPrv,8,2009,WD ,Abnorml,113000
590,534151120,13774,Pave,NA,Inside,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,PConc,GLQ,432,Unf,0,476,908,GasA,Y,SBrkr,0,0,1,2,4,1,8,2,Attchd,2,520,Y,321,72,0,NA,11,2009,WD ,Normal,230000
591,534152120,9650,Pave,NA,Inside,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,CBlock,ALQ,686,Unf,0,664,1350,GasA,Y,SBrkr,0,1,2,0,2,1,6,1,Attchd,2,630,Y,0,16,0,NA,4,2009,WD ,Normal,167900
592,534175080,10140,Pave,NA,Inside,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,PConc,LwQ,144,GLQ,1127,379,1650,GasA,Y,SBrkr,1,0,2,0,3,1,7,1,Attchd,2,583,Y,78,73,0,NA,6,2009,WD ,Normal,213250
593,534177230,8400,Pave,NA,Inside,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,643,Unf,0,167,810,GasA,Y,SBrkr,1,0,2,1,3,1,6,0,Attchd,2,528,Y,0,45,0,NA,11,2009,WD ,Normal,227000
594,534200030,7130,Pave,NA,Inside,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,PConc,BLQ,648,Unf,0,216,864,GasA,Y,SBrkr,0,1,1,0,2,1,5,0,Attchd,1,312,Y,0,0,0,GdPrv,6,2009,WD ,Normal,130000
595,534202170,9600,Pave,NA,Inside,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,1568,1568,GasA,Y,SBrkr,0,0,1,1,3,1,7,0,Attchd,2,440,Y,160,40,0,NA,3,2009,COD,Normal,143000
596,534226120,9100,Pave,NA,Inside,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,CBlock,BLQ,338,Rec,466,121,925,GasA,Y,SBrkr,0,1,1,0,2,1,5,0,Detchd,1,429,Y,0,0,0,GdWo,7,2009,WD ,Normal,117500
597,534250400,9600,Pave,NA,Inside,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,CBlock,ALQ,698,Unf,0,467,1165,GasA,Y,SBrkr,0,1,2,1,4,1,8,1,Attchd,2,498,Y,0,77,0,NA,5,2009,COD,Abnorml,168500
598,534251030,16500,Pave,NA,Inside,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,CBlock,GLQ,962,Unf,0,270,1232,GasA,Y,SBrkr,0,1,2,0,3,1,5,1,Attchd,2,495,Y,0,20,0,NA,5,2009,WD ,Normal,172500
599,534252240,9790,Pave,NA,Inside,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,CBlock,Rec,251,LwQ,630,491,1372,GasA,Y,SBrkr,0,0,2,0,3,1,7,1,Attchd,2,457,Y,0,0,0,NA,9,2009,WD ,Normal,161500
600,534275060,7436,Pave,NA,Inside,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,CBlock,ALQ,734,Unf,0,160,894,GasA,Y,SBrkr,1,0,1,0,2,1,5,1,Detchd,2,396,Y,0,0,0,GdWo,8,2009,WD ,Normal,141500
601,534275100,8125,Pave,NA,Inside,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,CBlock,BLQ,403,Unf,0,461,864,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Detchd,1,308,Y,0,0,0,NA,9,2009,WD ,Normal,118000
602,534276040,9100,Pave,NA,Inside,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,612,Unf,0,252,864,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,300,Y,0,0,0,NA,10,2009,WD ,Normal,127500
603,534277090,9450,Pave,NA,Corner,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,775,Unf,0,265,1040,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Attchd,3,768,Y,0,0,0,MnPrv,5,2009,WD ,Normal,140000
604,534278070,13495,Pave,NA,Corner,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,625,LwQ,201,222,1048,GasA,Y,SBrkr,1,0,2,0,3,1,7,1,Detchd,2,576,Y,0,99,0,NA,7,2009,WD ,Normal,177625
605,534278230,11475,Pave,NA,Corner,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,1584,1584,GasA,Y,SBrkr,1,0,2,0,4,2,9,0,Detchd,3,888,Y,0,25,0,NA,7,2009,COD,Abnorml,110000
606,534400050,10004,Pave,NA,Inside,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,CBlock,Rec,196,BLQ,345,975,1516,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Attchd,2,472,Y,0,0,0,NA,2,2009,WD ,Normal,167000
607,534400290,9350,Pave,NA,Inside,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,310,BLQ,512,491,1313,GasA,Y,SBrkr,1,0,1,1,3,1,6,1,Attchd,2,610,Y,172,28,0,MnPrv,2,2009,WD ,Normal,153000
608,534402060,10500,Pave,NA,Inside,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,CBlock,LwQ,998,Unf,0,294,1292,GasA,Y,SBrkr,1,0,1,1,3,1,6,2,Detchd,2,520,Y,0,32,0,NA,7,2009,COD,Abnorml,145100
609,534402140,11000,Pave,NA,CulDSac,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,CBlock,BLQ,740,Rec,230,184,1154,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Attchd,2,480,Y,0,58,0,MnPrv,11,2009,WD ,Normal,154000
610,534402170,8970,Pave,NA,Corner,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,388,Unf,0,356,744,GasA,Y,SBrkr,0,0,2,1,4,1,7,1,Attchd,2,549,Y,0,40,0,MnPrv,6,2009,WD ,Normal,177500
611,534403370,12095,Pave,NA,Corner,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,CBlock,Rec,564,Unf,0,563,1127,GasA,Y,SBrkr,0,0,1,1,3,1,7,1,Attchd,2,645,Y,180,0,0,MnPrv,8,2009,WD ,Normal,158000
612,534426110,9600,Pave,NA,Corner,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,991,Unf,0,50,1041,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,270,Y,224,88,0,MnPrv,7,2009,WD ,Normal,124500
613,534429150,11475,Pave,NA,Corner,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,CBlock,ALQ,568,Unf,0,640,1208,GasA,Y,SBrkr,1,0,1,0,4,1,7,1,BuiltIn,2,368,Y,85,0,0,NA,9,2009,WD ,Normal,174500
614,534431130,9768,Pave,NA,Inside,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,100,ALQ,247,613,960,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Attchd,1,330,Y,0,70,0,MnPrv,2,2009,WD ,Normal,122000
615,534450150,5330,Pave,NA,Inside,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,CBlock,LwQ,280,Unf,0,140,420,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,NA,0,0,Y,164,0,0,NA,12,2009,WD ,Normal,82500
616,534451110,7015,Pave,NA,Corner,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,185,Unf,0,524,709,GasA,Y,SBrkr,1,0,1,0,3,1,5,1,Detchd,1,352,Y,0,0,0,NA,7,2009,WD ,Normal,110000
617,534475185,12160,Pave,NA,Inside,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,1024,Unf,0,481,1505,GasA,Y,SBrkr,1,0,1,0,2,1,6,1,Attchd,2,505,Y,0,0,0,NA,2,2009,WD ,Normal,149500
618,534475250,9900,Pave,NA,Inside,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,CBlock,Rec,1173,Unf,0,507,1680,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Attchd,2,550,Y,0,67,0,MnPrv,4,2009,WD ,Normal,175000
619,534476150,9600,Pave,NA,Inside,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,CBlock,GLQ,1285,Unf,0,131,1416,GasA,Y,SBrkr,1,0,1,0,3,1,7,2,Attchd,2,418,Y,110,0,0,NA,10,2009,WD ,Normal,167000
620,534476320,9600,Pave,NA,Inside,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,CBlock,Rec,504,Unf,0,546,1050,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Attchd,1,338,Y,0,0,0,NA,6,2009,WD ,Normal,128900
621,534477110,9600,Pave,NA,Inside,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,CBlock,BLQ,120,Unf,0,736,856,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Attchd,1,271,Y,0,0,0,MnPrv,9,2009,WD ,Normal,140000
622,534478230,9600,Pave,NA,Inside,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,607,Unf,0,506,1113,GasA,Y,SBrkr,0,0,1,0,3,1,5,1,Attchd,1,264,Y,0,80,0,NA,7,2009,WD ,Normal,147000
623,535101120,8944,Pave,NA,Inside,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,CBlock,Unf,0,Unf,0,1584,1584,GasA,Y,SBrkr,0,0,2,0,4,2,8,0,Detchd,3,792,Y,0,152,0,NA,4,2009,WD ,Normal,124000
624,535104120,10573,Pave,NA,Corner,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,CBlock,Rec,1312,Unf,0,141,1453,GasA,Y,SBrkr,1,0,2,0,3,1,6,1,Attchd,2,530,Y,0,49,0,GdPrv,4,2009,WD ,Normal,187500
625,535105100,9500,Pave,NA,Inside,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,CBlock,BLQ,609,Unf,0,785,1394,GasA,Y,SBrkr,1,0,1,1,3,1,6,2,Attchd,2,514,Y,0,76,0,NA,7,2009,WD ,Normal,159000
626,535125070,14695,Pave,NA,Inside,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,1387,Unf,0,175,1562,GasA,Y,SBrkr,1,0,2,0,2,1,5,2,Attchd,2,542,Y,0,110,0,GdWo,7,2009,WD ,Normal,256000
627,535125090,13600,Pave,NA,Inside,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,CBlock,BLQ,454,Unf,0,314,768,GasA,Y,SBrkr,0,0,2,1,3,1,7,3,Attchd,2,486,Y,0,42,0,NA,10,2009,WD ,Normal,205000
628,535126010,13000,Pave,NA,Corner,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,CBlock,Rec,448,Unf,0,448,896,GasA,Y,SBrkr,0,0,2,1,4,1,8,1,Attchd,1,509,Y,0,72,0,NA,6,2009,WD ,Normal,193500
629,535126100,13560,Pave,NA,Corner,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,1392,1392,GasA,Y,SBrkr,1,0,1,0,2,1,5,2,Attchd,2,576,Y,0,0,0,NA,7,2009,WD ,Normal,110000
630,535150070,12513,Pave,NA,FR2,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,715,715,GasA,Y,SBrkr,0,0,2,0,4,1,7,1,Attchd,1,368,Y,55,0,0,NA,6,2009,WD ,Normal,104900
631,535151040,8760,Pave,NA,Inside,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,856,Unf,0,313,1169,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,286,Y,257,0,0,NA,6,2009,WD ,Normal,150000
632,535152230,8400,Pave,NA,Inside,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,CBlock,ALQ,189,Rec,661,628,1478,GasA,Y,SBrkr,1,0,1,1,3,1,6,2,Attchd,2,442,Y,114,0,0,NA,6,2009,WD ,Normal,156500
633,535154060,12285,Pave,NA,Inside,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,CBlock,BLQ,544,Unf,0,785,1329,GasA,Y,SBrkr,0,0,1,1,3,1,5,2,Attchd,2,441,Y,0,0,0,NA,8,2009,WD ,Normal,176000
634,535154130,9240,Pave,NA,Inside,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,CBlock,ALQ,708,Unf,0,280,988,GasA,Y,SBrkr,1,0,2,0,3,1,6,0,Attchd,1,297,Y,156,0,0,NA,6,2009,WD ,Normal,149500
635,535175030,9600,Pave,NA,Inside,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,620,LwQ,620,0,1240,GasA,Y,SBrkr,1,0,2,0,3,1,6,1,Attchd,1,338,Y,289,0,0,MnPrv,4,2009,WD ,Normal,139000
636,535175050,12400,Pave,NA,Inside,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,585,Unf,0,630,1215,GasA,Y,FuseA,0,0,1,0,3,1,6,0,Attchd,1,297,Y,0,0,0,NA,6,2009,WD ,Normal,155000
637,535178040,8750,Pave,NA,Inside,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,CBlock,Rec,435,BLQ,202,565,1202,GasA,Y,SBrkr,0,1,1,0,3,1,6,0,Attchd,1,304,Y,0,35,0,GdWo,11,2009,COD,Abnorml,120000
638,535178120,8750,Pave,NA,Inside,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,CBlock,Rec,172,LwQ,483,727,1382,GasA,Y,FuseA,0,1,1,0,3,1,6,0,Attchd,1,350,Y,280,0,0,GdWo,7,2009,WD ,Normal,153000
639,535179160,10400,Pave,NA,Corner,1Fam,1Story,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,CBlock,Rec,155,LwQ,750,295,1200,GasA,Y,SBrkr,1,0,1,0,3,1,6,2,Attchd,1,294,Y,0,189,0,NA,11,2009,WD ,Family,144000
640,535300120,19296,Pave,NA,Corner,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,672,ALQ,690,0,1362,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Attchd,2,884,Y,0,0,0,GdWo,5,2009,WD ,Normal,176000
641,535301170,8532,Pave,NA,Inside,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,1213,Unf,0,84,1297,GasA,Y,SBrkr,0,1,1,0,3,1,5,1,Attchd,2,498,Y,0,0,0,NA,10,2009,WD ,Normal,153000
642,535302120,9482,Pave,NA,Inside,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,Unf,0,Unf,0,1866,1866,GasA,Y,SBrkr,0,0,2,0,4,2,8,0,Detchd,2,495,Y,0,0,0,NA,12,2009,WD ,Normal,135000
643,535303110,8128,Pave,NA,CulDSac,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,CBlock,ALQ,490,Unf,0,572,1062,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,297,Y,0,0,0,NA,2,2009,WD ,Normal,131000
644,535303150,10634,Pave,NA,Inside,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,PConc,BLQ,428,LwQ,180,0,608,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Attchd,1,270,Y,66,0,0,GdWo,11,2009,WD ,Normal,123000
645,535304100,13070,Pave,NA,Corner,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,CBlock,Rec,308,Unf,0,323,631,GasA,Y,FuseA,0,0,1,0,2,1,5,0,Basment,2,480,Y,0,0,0,NA,10,2009,WD ,Normal,126000
646,535325290,10434,Pave,NA,Inside,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,CBlock,Unf,0,Unf,0,1005,1005,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,2,672,Y,0,0,0,NA,11,2009,WD ,Normal,115000
647,535351050,14559,Pave,NA,Inside,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,650,Rec,180,178,1008,GasA,Y,SBrkr,1,0,1,0,2,1,6,2,CarPort,1,288,Y,324,42,0,NA,6,2009,WD ,Normal,164900
648,535352090,8480,Pave,NA,Corner,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,BLQ,700,Unf,0,93,793,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,Detchd,1,240,Y,0,0,0,NA,8,2009,WD ,Normal,113000
649,535353040,7626,Pave,NA,Inside,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GLQ,931,Unf,0,100,1031,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Attchd,1,230,Y,0,0,0,MnPrv,3,2009,WD ,Normal,145500
650,535353060,9533,Pave,NA,Inside,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Slab,NA,0,NA,0,0,0,GasA,Y,FuseA,0,0,1,1,2,1,7,0,Attchd,1,616,Y,208,0,0,MnPrv,8,2009,ConLD,Normal,102900
651,535353140,10615,Pave,NA,Corner,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,CBlock,BLQ,440,Unf,0,538,978,GasA,Y,SBrkr,1,0,2,0,3,2,7,0,CarPort,2,420,Y,0,74,0,NA,8,2009,WD ,Abnorml,95000
652,535353240,11419,Pave,NA,Corner,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,CBlock,ALQ,699,Unf,0,0,699,GasA,Y,FuseA,1,0,1,1,3,1,6,1,Attchd,2,410,Y,0,0,0,GdWo,12,2009,WD ,Normal,152500
653,535354070,9600,Pave,NA,Inside,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,390,Unf,0,810,1200,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,246,Y,126,0,0,GdWo,8,2009,WD ,Normal,129900
654,535354100,8000,Pave,NA,Inside,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,CBlock,ALQ,680,Unf,0,292,972,GasA,Y,SBrkr,1,0,1,0,2,1,5,1,Detchd,1,240,Y,0,0,0,NA,5,2009,WD ,Normal,132000
655,535375010,5470,Pave,NA,Inside,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,792,792,GasA,Y,FuseA,0,0,1,0,2,1,4,0,Attchd,1,366,Y,0,90,0,NA,8,2009,WD ,Normal,99900
656,535375050,10410,Pave,NA,Inside,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,660,660,GasA,Y,SBrkr,0,0,2,1,3,1,8,0,Detchd,1,180,N,0,0,0,MnPrv,8,2009,WD ,Normal,135000
657,535376060,10800,Pave,NA,Inside,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,676,676,GasA,Y,SBrkr,0,1,2,0,4,1,7,0,Detchd,2,720,Y,187,0,0,NA,8,2009,WD ,Normal,149000
658,535377150,8146,Pave,NA,Corner,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,405,405,GasA,Y,SBrkr,0,0,1,0,2,1,6,0,Detchd,1,281,N,0,0,0,NA,5,2009,WD ,Normal,114000
659,535378020,9022,Pave,NA,Inside,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,768,768,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,240,N,316,0,0,NA,5,2009,WD ,Normal,109500
660,535378120,10230,Pave,Grvl,Inside,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,1054,1054,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,264,N,0,0,0,GdWo,12,2009,WD ,Normal,125000
661,535381040,10410,Pave,Grvl,Inside,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,1313,1313,GasA,Y,SBrkr,0,0,2,0,3,1,8,1,Detchd,2,528,Y,0,0,0,NA,6,2009,WD ,Normal,142900
662,535382100,7200,Pave,NA,Corner,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,560,560,GasA,Y,SBrkr,0,0,2,0,4,1,5,0,Detchd,2,624,Y,0,0,0,NA,8,2009,WD ,Normal,156500
663,535383060,5400,Pave,NA,Inside,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,PConc,Unf,0,Unf,0,416,416,GasA,N,FuseA,1,0,1,0,2,1,4,0,NA,0,0,N,0,81,0,NA,6,2009,WD ,Normal,59000
664,535383070,5400,Pave,NA,Corner,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,PConc,ALQ,315,Rec,105,420,840,GasA,Y,SBrkr,0,0,1,0,2,1,6,0,Detchd,1,338,Y,0,0,0,NA,10,2009,WD ,Normal,105000
665,535383110,10800,Pave,Grvl,Inside,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,720,720,GasA,N,SBrkr,0,0,1,0,2,1,4,0,Detchd,2,576,N,0,0,0,NA,6,2009,WD ,Normal,106000
666,535383120,10800,Pave,Grvl,Corner,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,630,630,GasA,Y,FuseA,0,0,1,1,1,1,4,0,Detchd,1,320,Y,0,30,0,NA,11,2009,WD ,Normal,78500
